img_path,question,true_answer,predicted_answer
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/79a8eba0.jpg,What is the main text on the case?,boss,boss
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/66b35d45.jpg,What is the toe style?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e1aeb88d.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7c9a07ba.jpg,What material appears to be used?,nylon,fabric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a0fca9f5.jpg,What is the main color scheme of the phone case?,rainbow,rainbow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/825982fa.jpg,What color are the chairs?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c9c68e20.jpg,What is the material?,plastic,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4d4b1ff3.jpg,What shape is the container?,bottle,bottle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2b01749b.jpg,What shape is the lampshade?,dome,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cfd3b07d.jpg,What is the design style of the case?,boho,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/95f9455c.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b9168d0e.jpg,What material are the boots made of?,leather,leather
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b1401e3f.jpg,What is the main color of the sofa?,charcoal,gray
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f4c01342.jpg,What is the shape of the bottle?,bottle,bottle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1e4e0836.jpg,What is the shape of the earrings?,cross,cross
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0984edd9.jpg,What shapes are prominently featured on the case?,hearts,hearts
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/493d84a9.jpg,What is the background color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6dfd3d6c.jpg,What is the dominant color?,purple,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/38446d66.jpg,What shape are the handles?,lever,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/84e6e18e.jpg,What is the shape of the stack?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8cad5fe3.jpg,What color are the legs?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/06f1f268.jpg,What is the dominant color of the phone case?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/834662eb.jpg,What is the primary color on the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/edd6be7a.jpg,What is the design style?,swirl,swirls
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/edc25e4a.jpg,What is the main color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e8a75be7.jpg,What is the ottoman's primary color?,navy,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/78603663.jpg,What is the design style?,glitter,pastel
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3031cdad.jpg,What is the dominant color of the phone case?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8610c4c4.jpg,What is the dominant color on the left?,blue,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2fc45f28.jpg,What is the material of the bulbs?,glass,glass
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/02b64a93.jpg,What animal is depicted on the case?,panda,panda
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9a6c0e56.jpg,What color is prominent on the top-left of the case?,teal,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/22362bc1.jpg,What is the toe shape?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/393caea0.jpg,What type of clothing item is shown?,bowtie,bow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/55adb544.jpg,What is the background color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1f78b650.jpg,What is she holding?,microphone,phone
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e50e9851.jpg,What word is repeatedly printed?,love,love
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6b6ca7af.jpg,What is the main color of the water?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9728db7f.jpg,What material are the soles made of?,wood,suede
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c6246ace.jpg,What is the color of the earrings?,gold,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d91136ce.jpg,What color is the prominent heart?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3814dddd.jpg,What is the pillow's color?,gray,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b848f45c.jpg,What is the main color of the background?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4e23d4ca.jpg,What is the material of the tongs?,steel,stainless
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4280390f.jpg,What is the shape of the design elements?,hearts,hearts
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d7e1d80a.jpg,What is the case made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d9712374.jpg,What color is the cable?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6593fe3c.jpg,What phone model does it fit?,honor,iphone
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d65d7381.jpg,What is the main color of the casseroles?,pink,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/79ea9eee.jpg,What is the color of the dog lead shown in the diagram?,navy,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/456530dd.jpg,What is the predominant color of the background?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/72b552cb.jpg,What is the dominant color?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a6ad6859.jpg,What is the design style?,rustic,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/61cf9685.jpg,What color is the cap?,gold,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/33ffcb24.jpg,What is the shelf's overall shape?,square,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/44363e32.jpg,What is the container made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0e1e6dac.jpg,What material is visible in the design?,canvas,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bb132bba.jpg,What color is the filament?,white,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ef43bcd7.jpg,What is the background color of the phone case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e5a21f07.jpg,What is the pattern on the gaiter?,dots,speckled
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ee8b7a8b.jpg,What is the background color?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2cb66bf7.jpg,What material is the smaller bag made of?,jute,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8a635fbd.jpg,What is the bread wrapped in?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5a1769d7.jpg,What is the design style?,mosaic,mosaic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/08624624.jpg,What is the item?,scarf,scarf
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/da493c8a.jpg,What shapes are predominantly featured on the case?,hearts,hearts
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d0dd72ca.jpg,What is the design on the case?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e982c00b.jpg,What's the main color of the boat?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1eeba088.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2efd0551.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6b6fe129.jpg,What is the main color of the case?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ae4e7307.jpg,What is the main color of the loafers?,blue,navy
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c948d5c3.jpg,What material is the case made of (based on the image)?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bb4467b4.jpg,What is the flooring material beneath the rug?,brick,brick
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b6a934b3.jpg,What is the color of the gemstones?,purple,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/26d639cb.jpg,What type of case is it?,hard,hard
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/89939e1f.jpg,What material are the seats made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/40be5e66.jpg,What material is the case (based on context)?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bf117431.jpg,What is the sole color?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2d99b96a.jpg,What is the phone model?,samsung,samsung
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/04e7dc58.jpg,What is the color of the slippers?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/709c8d49.jpg,How many curtains are shown?,two,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/43695e7d.jpg,What is the dominant color?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c976c487.jpg,What is the shape of the top?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9bd1a1ff.jpg,What is the color of the binders?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c496c9ee.jpg,What's the background color?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f77946bb.jpg,What shapes are interspersed with the hearts and words?,stars,stars
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/07f50a80.jpg,What is the bag made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ae41de02.jpg,What material is the sole?,tan,rubber
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cce3c477.jpg,What is the package type?,pouch,bag
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d2bc4027.jpg,What is the main color scheme of the phone case?,multicolor,multicolor
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d80ee6f8.jpg,What material is the shoe?,suede,suede
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7259c795.jpg,What color is the letter?,yellow,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c4d7b2f3.jpg,What is the case made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1076108e.jpg,What is the style of the case?,hard,text
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e44e6050.jpg,What is the design's primary metallic color?,gold,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6fdc4de5.jpg,What is the main design element on the case?,brick,swirls
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6b1c3ad0.jpg,What is the style of the shoe?,sneakers,loafer
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/50474b52.jpg,What shape are the paint blocks?,square,square
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9d377b7c.jpg,What is the closure type?,laceup,slip on
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/22f25372.jpg,What shape is the case?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/123b386c.jpg,What is the main color of the phone case?,purple,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/feddfca1.jpg,What is the brand name?,solmo,sode
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7ef80d21.jpg,What fruit is depicted on the case?,lemon,lemon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/70a17264.jpg,What is the design style?,patterned,floral
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a7d95043.jpg,What color are some of the candies?,red,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c451a3a6.jpg,What is the case's style?,pattern,textured
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/69fdbce2.jpg,What is the number on the case?,two,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5322bc2c.jpg,What material appear to be used?,cloth,fabric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9133ec1a.jpg,What color is the vase?,clear,clear
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f0917a3d.jpg,What is the main protein?,salmon,salmon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5f04a23a.jpg,What is the shape of the container?,jar,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/703caf9c.jpg,What shape is the candle?,square,square
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c1e552fa.jpg,What is the container's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f4c01342.jpg,What color is the soda?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/db1c8b0b.jpg,What animals are depicted?,giraffes,giraffe
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2e44abbf.jpg,What is the shoe's style?,slipon,loafer
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0538a984.jpg,What is the main design element on the phone case?,dreamcatcher,feathers
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e3ce0bbc.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4f86e76b.jpg,What is the main color of the flowers?,purple,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/82b71855.jpg,How many doors does it have?,two,4
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/385b6062.jpg,What is the primary color on the box?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/29826add.jpg,What color are the laces?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8a4fb16e.jpg,What is the back style?,low,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/29e9d06f.jpg,What is the main design element on the case?,roses,roses
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/31943517.jpg,What number is depicted on the case?,one,one
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1828ccd9.jpg,What is the bar's finish?,stainless,chrome
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fe0e81db.jpg,What is the swatch's texture?,fabric,textured
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/43ba114f.jpg,What is the dominant color of the phone case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/28bfac8d.jpg,What color is the puppy?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/094b7503.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6f8d271b.jpg,What is the pattern on the case?,stone,stone
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/08d5358e.jpg,What is the dominant color of the background?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dddea416.jpg,What is the overall shape of the item?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8798070f.jpg,What color is the phone case?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ee1ad604.jpg,What is the primary color of the phone case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dda17f5f.jpg,What is the material of the inserts?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d9690300.jpg,What material forms the number?,metal,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dc990b26.jpg,What color are many of the smaller circles?,red,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/64000181.jpg,What color are the lids of the spice jars?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5ac59e84.jpg,What is the main design feature?,kitty,cat
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a0382e73.jpg,How many drawers are there?,two,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7f3239ee.jpg,What is the color of the tawa's base?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f841a4dd.jpg,What is the text color?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f1806f1f.jpg,What shapes are on the case?,squares,squares
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cb994086.jpg,What animal is on the case?,duck,duck
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1d443611.jpg,What color are the details in the pattern?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/13228c8b.jpg,What is the main color of the mountains?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1038881a.jpg,What is the material of the case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/abd274e1.jpg,What is the finish of the light fixture?,nickel,chrome
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/020f0ad7.jpg,What's the item's shape?,tube,cylinder
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/46b23ba3.jpg,What number is depicted on the case?,ten,ten
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/58757155.jpg,What color is the background?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d4a1c330.jpg,What material does the design mimic?,wood,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/328ddea7.jpg,What is the main color of the case?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/be8c80fc.jpg,What shape is the top of the console?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0022f591.jpg,What is depicted on the case?,bridge,path
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d420e64e.jpg,What is the primary color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b9a713ab.jpg,What is the shape of the earrings?,cross,cross
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d4ff5460.jpg,What is the case made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bda45853.jpg,What word is shown?,queen,queen
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bf2fa2ad.jpg,What is the phone case's shape?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b0535d29.jpg,What is the shape of the design?,woman,dragon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b0f6845e.jpg,What color are the roses?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/57aff247.jpg,What is the color of the wrist support?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/214074ad.jpg,What is the design's theme?,girl,girl
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6cf17ee1.jpg,What is the shape of the batteries?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/808b59de.jpg,What material is the phone case made of?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/970baf29.jpg,What is the main color of the case?,grey,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a56e0c5e.jpg,What is the metal color of the rings?,silver,silver
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c42a98fe.jpg,What is the main color of the case background?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6d2161ce.jpg,What is the cat's main color?,white,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b866fbae.jpg,What is depicted on the case?,sunset,bottle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fb0cdce0.jpg,What is the background color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8ca2b548.jpg,What color are the mangoes on the bag?,orange,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/231c1b1d.jpg,What shape is the central design element?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8b1b052f.jpg,How many stones are in the ring?,three,three
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/752ebffb.jpg,What is the design style?,graffiti,graffiti
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1450cf81.jpg,What is the main color on the case?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3deccac9.jpg,What is the background color?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/72d2ee68.jpg,What is the cap color?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b1038f26.jpg,What color is the bear?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bdf4d0d1.jpg,What is the shape of the table's top?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cafb6a28.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0d8f270b.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c1a25af7.jpg,What is the shape of the sectional?,ushaped,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/768aa76e.jpg,What is the case's design?,geometric,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/03a3bbd0.jpg,What is the packaging material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0b73e6d2.jpg,What is the material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f08f62d5.jpg,What is written on the phone case?,princess,princess
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f5b40997.jpg,What is depicted on the case?,flowers,flowers
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fdd090ee.jpg,What is the color of the curtains?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/503aec28.jpg,What is the main color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f2b1b5fe.jpg,What color is the text?,gold,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7f3a7b4c.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5b9ddfcd.jpg,What landmark is depicted?,london,big ben
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4aa6649c.jpg,What color is the prominent heart?,white,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f49fd941.jpg,What color is the umbrella?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b2da52a1.jpg,What is the dominant design element?,circles,swirls
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e6c1a594.jpg,What is the primary color?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7b9acaa2.jpg,What is the shape of the table top?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/94a2b97e.jpg,What animal is on the case?,cat,cat
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4aa6649c.jpg,What is the shape of the main design element?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/015aca5e.jpg,What color is the dominant background?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/439b0aba.jpg,What color is the pot?,silver,silver
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/39d473b9.jpg,What is the container made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b5e6c5bc.jpg,What material is the sole?,rubber,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/11da605c.jpg,What color is the fish?,white,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ae543acb.jpg,What is the container made of?,glass,glass
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a0fb23db.jpg,What is the case's material?,silicon,silicone
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/eb5fb625.jpg,What is the bracelet's metal?,silver,silver
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/01b0fc0a.jpg,What is the color of the cap?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f6e6aae4.jpg,What is the tabletop material?,glass,glass
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d030768a.jpg,What is the sheet's pattern?,plain,solid
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0b744080.jpg,What material is the background design made to look like?,glitter,glitter
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b0847d02.jpg,What is she holding?,microphone,bow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7835e4fe.jpg,What is the main design on the case?,guitar,guitar
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f06780bf.jpg,What color is the float?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a3703f34.jpg,What is the shape of the main container?,bottle,bottle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7e0448fb.jpg,What is the case's texture?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7d760312.jpg,What is the primary color of the clutch?,peach,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/720052c6.jpg,What is the case's texture?,sparkle,glittery
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f8d170aa.jpg,What is the background color?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/564a0d24.jpg,What color are the legs?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f9072554.jpg,What is the main color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3fea89a7.jpg,How many keys are included?,two,2
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fd079a97.jpg,What is the overall shape of the case?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/16298116.jpg,What is the shape of the spool?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a193de97.jpg,What is the case's material?,silicone,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0117107d.jpg,What material are the boots made of?,leather,suede
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ac082864.jpg,What color is the crusher?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a0f55389.jpg,What is the shoe's color?,beige,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f6fab756.jpg,What is the case material?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/feb4ea45.jpg,What animal is on the case?,panda,panda
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a6b02440.jpg,What color are the goggles in the top-left?,yellow,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/66a1f7f1.jpg,What color is the main bus depicted?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/46d68755.jpg,What is the case's material?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f603ca89.jpg,What material is the case seemingly made of?,plastic,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/75025e2f.jpg,What type of footwear is the girl wearing?,shoes,heels
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9e119a06.jpg,What is the primary color of the case?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a50d1194.jpg,What is the case's material?,silicone,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/54c05ce5.jpg,What is the case's main color scheme?,multicolor,multicolor
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e6f41cc8.jpg,What is the design on the case?,flowers,flowers
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a9c65d74.jpg,What is the design style of the print?,swirls,swirls
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/042230de.jpg,What is the item?,beanie,beanie
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/57b38bc8.jpg,What celestial bodies are depicted?,moons,moon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2dd69d95.jpg,What is the main color of the phone case?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6cea37c2.jpg,What color is the dominant background?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b812c543.jpg,What is the case material?,plastic,plastic
